flood_hazard_zone_tier,zone_cluster_id,platform,delivery_baseline_30d,income_baseline_weekly,enrollment_week,season_flag,open_meteo_7d_precip_probability,activity_consistency_score,tenure_discount_factor,historical_claim_rate_zone,weekly_premium
medium,18,zomato,318.08,2015.95,37,SW_monsoon,0.5547,0.8033,0.85,0.1248,54.69
medium,8,zomato,270.93,1734.5,50,SW_monsoon,0.2138,0.6407,0.85,0.1218,51.23
low,1,swiggy,331.95,2046.89,5,SW_monsoon,0.5054,0.6287,0.9521,0.0854,50.03
high,7,zomato,266.82,1848.18,22,NE_monsoon,0.6312,0.3543,0.85,0.1681,49.0
medium,20,swiggy,278.81,1682.59,10,dry_season,0.1078,0.7286,0.9146,0.0845,50.37
high,11,swiggy,266.82,1938.09,38,NE_monsoon,0.2583,0.8286,0.85,0.2183,52.73
high,4,zomato,231.48,1554.61,39,SW_monsoon,0.7194,0.6296,0.85,0.15,49.88
low,1,zomato,267.17,1436.64,11,NE_monsoon,0.5517,0.5726,0.9074,0.1215,49.5
low,3,zomato,297.11,1680.35,24,dry_season,0.6391,0.7037,0.85,0.0681,52.7
high,6,zomato,301.67,2300.09,28,NE_monsoon,0.7998,0.7947,0.85,0.1732,49.75
high,14,zomato,316.42,2225.84,26,SW_monsoon,0.3935,0.7671,0.85,0.1564,52.04
low,6,zomato,303.06,1824.35,43,NE_monsoon,0.1754,0.8351,0.85,0.0499,52.23
high,8,zomato,231.45,1405.32,52,SW_monsoon,0.352,0.7212,0.85,0.2137,49.0
medium,10,swiggy,272.79,1926.09,28,NE_monsoon,0.4052,0.9472,0.85,0.2181,49.0
low,11,zomato,334.3,2131.4,20,heat,0.3726,0.8039,0.85,0.0868,49.0
high,3,zomato,229.09,1491.52,44,SW_monsoon,0.3206,0.7901,0.85,0.224,49.0
low,18,swiggy,175.75,1116.9,27,dry_season,0.6229,0.6546,0.85,0.0599,49.0
medium,5,zomato,203.73,1204.3,17,SW_monsoon,0.4544,0.8273,0.85,0.1087,49.0
medium,17,swiggy,381.54,2321.06,27,NE_monsoon,0.2784,0.4997,0.85,0.1584,49.18
low,16,swiggy,268.71,1511.87,9,heat,0.6997,0.72,0.9201,0.1428,49.83
high,3,zomato,294.76,2059.35,50,heat,0.527,1.0,0.85,0.183,49.0
low,4,zomato,308.32,1880.32,28,NE_monsoon,0.2871,0.863,0.85,0.0544,49.37
medium,18,swiggy,275.13,1703.19,48,NE_monsoon,0.4974,0.777,0.85,0.114,49.0
low,11,zomato,330.64,1872.76,24,dry_season,0.3237,0.6682,0.85,0.0144,51.43
high,5,zomato,244.61,1582.54,49,NE_monsoon,0.9306,0.7015,0.85,0.1403,54.0
low,16,zomato,257.17,1466.18,26,NE_monsoon,0.3395,0.8993,0.85,0.0523,49.0
high,1,zomato,277.09,1879.43,41,heat,0.3401,0.6453,0.85,0.1783,49.0
low,5,zomato,270.11,1466.37,24,NE_monsoon,0.5783,0.8819,0.85,0.0373,49.0
low,11,swiggy,190.35,1105.67,32,NE_monsoon,0.1371,0.8387,0.85,0.1045,49.0
medium,5,swiggy,218.78,1414.21,35,NE_monsoon,0.2575,0.7209,0.85,0.1126,49.0
low,14,swiggy,245.45,1456.11,1,NE_monsoon,0.3636,0.8581,0.9826,0.0796,49.0
medium,17,zomato,387.14,2644.35,15,dry_season,0.297,0.8261,0.8548,0.1265,49.0
high,13,swiggy,216.97,1562.12,46,NE_monsoon,0.5444,0.5842,0.85,0.1388,49.0
high,13,swiggy,345.14,2205.34,26,NE_monsoon,0.3639,0.5789,0.85,0.1982,49.0
low,11,zomato,328.55,1892.05,15,SW_monsoon,0.5788,0.7007,0.8668,0.1112,49.0
low,13,zomato,334.52,1996.63,12,NE_monsoon,0.6942,0.592,0.8918,0.0468,50.72
low,5,zomato,281.27,1287.14,29,dry_season,0.7475,0.6251,0.85,0.0908,53.56
low,11,zomato,204.58,1254.89,42,dry_season,0.352,0.7365,0.85,0.0854,50.6
high,19,zomato,298.68,2151.78,18,heat,0.7382,0.6532,0.85,0.1694,51.0
medium,9,zomato,310.35,2208.91,39,heat,0.1735,0.9364,0.85,0.1112,50.89
medium,18,zomato,324.56,2089.25,45,NE_monsoon,0.4569,0.5719,0.85,0.0858,49.0
low,12,zomato,246.95,1631.73,18,NE_monsoon,0.8813,0.7294,0.85,0.1352,49.96
low,2,zomato,186.09,1007.69,31,SW_monsoon,0.4266,0.5739,0.85,0.0618,52.87
low,19,zomato,229.88,1334.64,33,SW_monsoon,0.3475,0.8589,0.85,0.0666,49.36
low,8,zomato,182.63,1034.8,26,NE_monsoon,0.3651,0.9794,0.85,0.0032,49.0
medium,1,zomato,302.92,2056.7,23,dry_season,0.1443,0.6327,0.85,0.1005,49.0
high,15,zomato,297.58,2119.94,24,SW_monsoon,0.2741,0.7069,0.85,0.1802,50.98
medium,14,zomato,314.52,2080.14,23,heat,0.3155,0.6415,0.85,0.0935,49.0
high,6,swiggy,115.26,758.08,21,NE_monsoon,0.4037,0.675,0.85,0.1897,49.0
low,16,zomato,256.7,1496.97,1,heat,0.2223,0.6821,0.9833,0.0769,49.0
low,16,swiggy,175.09,1092.14,32,NE_monsoon,0.7296,0.6348,0.85,0.1056,49.0
medium,7,zomato,376.38,2626.89,16,NE_monsoon,0.3647,0.9441,0.8549,0.0405,49.0
medium,5,swiggy,275.71,1773.22,3,SW_monsoon,0.5294,0.7295,0.9537,0.0804,49.03
low,14,zomato,323.98,1875.36,12,NE_monsoon,0.5683,0.7832,0.8724,0.0672,49.06
low,18,zomato,398.62,2212.8,45,NE_monsoon,0.3403,0.7176,0.85,0.0852,49.0
high,12,zomato,251.74,1683.2,12,dry_season,0.5554,0.6566,0.8803,0.2185,49.0
high,4,swiggy,235.95,1429.82,49,NE_monsoon,0.226,0.5796,0.85,0.1458,49.0
medium,6,zomato,281.47,1763.91,13,heat,0.729,0.8896,0.8854,0.1007,49.0
high,4,zomato,227.78,1603.64,13,NE_monsoon,0.1209,0.5537,0.8706,0.1394,49.0
low,3,zomato,311.38,1656.7,16,SW_monsoon,0.4531,0.7818,0.85,0.0868,53.06
medium,4,zomato,229.98,1383.99,51,NE_monsoon,0.2781,0.6576,0.85,0.1221,49.06
medium,12,zomato,222.28,1373.05,38,NE_monsoon,0.3625,0.5676,0.85,0.1231,49.0
high,15,zomato,291.23,1859.87,10,NE_monsoon,0.1169,0.9294,0.9099,0.2005,49.0
low,17,zomato,295.41,1492.84,17,SW_monsoon,0.5037,0.683,0.85,0.0752,53.85
medium,5,zomato,230.21,1468.87,22,NE_monsoon,0.0542,0.4225,0.85,0.0929,49.0
medium,1,swiggy,287.55,1790.17,18,SW_monsoon,0.2181,0.5221,0.85,0.0378,49.0
medium,13,swiggy,315.19,2051.3,13,dry_season,0.3462,0.7746,0.8764,0.1052,51.07
medium,15,swiggy,305.72,2115.46,30,NE_monsoon,0.3821,0.6839,0.85,0.0991,50.06
low,8,zomato,298.12,1847.69,27,dry_season,0.1083,0.6613,0.85,0.0647,49.0
medium,6,swiggy,217.4,1351.73,51,NE_monsoon,0.7564,0.8349,0.85,0.1184,51.55
medium,9,zomato,280.33,1690.96,26,dry_season,0.8515,0.8465,0.85,0.1199,51.56
low,3,zomato,281.87,1641.9,49,NE_monsoon,0.391,0.5732,0.85,0.0507,49.0
medium,18,zomato,353.2,2187.54,11,heat,0.4835,0.7255,0.892,0.1221,51.12
low,9,zomato,266.75,1644.46,36,NE_monsoon,0.7419,1.0,0.85,0.0944,49.0
medium,1,zomato,223.18,1325.6,26,NE_monsoon,0.1898,0.7251,0.85,0.1467,49.0
high,8,zomato,280.63,2068.6,6,heat,0.5714,0.6209,0.9408,0.1851,49.0
medium,10,zomato,362.39,2369.89,37,NE_monsoon,0.46,0.5286,0.85,0.1103,50.02
medium,11,zomato,107.82,667.47,43,dry_season,0.5939,0.6135,0.85,0.0809,53.15
medium,15,zomato,241.16,1603.17,39,heat,0.3471,0.9463,0.85,0.0928,49.0
medium,6,zomato,323.58,2062.43,10,dry_season,0.1723,1.0,0.9,0.0678,49.0
medium,1,zomato,215.37,1404.95,31,dry_season,0.4392,0.5737,0.85,0.1353,49.81
medium,6,zomato,209.69,1286.82,16,heat,0.4869,0.5537,0.8564,0.113,49.0
low,3,zomato,247.03,1390.65,18,heat,0.6591,0.8438,0.85,0.1078,49.0
high,13,zomato,282.94,1944.2,37,dry_season,0.3876,0.6442,0.85,0.1612,49.0
low,3,swiggy,238.07,1476.38,23,dry_season,0.5547,0.6877,0.85,0.0897,49.0
low,14,zomato,327.11,1716.47,50,dry_season,0.7671,0.7932,0.85,0.0949,50.32
medium,7,swiggy,234.81,1602.32,7,SW_monsoon,0.5307,0.4616,0.9301,0.1059,49.0
high,6,zomato,334.5,2388.05,23,NE_monsoon,0.634,0.9679,0.85,0.1531,49.84
medium,7,zomato,317.17,2094.01,2,heat,0.209,0.9317,0.97,0.124,49.0
high,2,swiggy,309.52,2141.01,1,NE_monsoon,0.3412,0.4496,0.9836,0.2008,49.0
medium,8,zomato,231.14,1539.96,27,SW_monsoon,0.4787,0.9563,0.85,0.0882,50.99
high,1,swiggy,292.03,2060.72,39,heat,0.168,0.9208,0.85,0.1791,49.0
medium,11,swiggy,332.08,1830.85,5,NE_monsoon,0.4591,0.7393,0.936,0.1103,49.72
low,6,swiggy,386.91,2392.45,1,NE_monsoon,0.5994,0.8456,0.9729,0.0705,49.0
high,12,zomato,371.65,2800.32,5,SW_monsoon,0.3599,0.9446,0.945,0.1314,49.0
low,19,zomato,315.1,2010.93,25,NE_monsoon,0.1767,0.5347,0.85,0.0871,51.92
medium,1,swiggy,357.23,2203.03,1,SW_monsoon,0.8306,0.8542,0.983,0.0837,51.37
low,13,swiggy,242.4,1336.57,32,NE_monsoon,0.2157,0.7641,0.85,0.1106,49.0
low,4,swiggy,279.65,1457.76,43,NE_monsoon,0.4041,0.4957,0.85,0.1189,49.4
medium,14,swiggy,236.48,1580.3,1,dry_season,0.0995,0.7981,0.9914,0.0881,49.0
high,8,zomato,335.47,2301.8,52,SW_monsoon,0.4243,0.5714,0.85,0.1991,51.22
high,5,swiggy,365.02,2692.66,28,heat,0.6802,0.6189,0.85,0.1094,49.0
medium,15,swiggy,323.4,1959.14,34,NE_monsoon,0.548,0.7304,0.85,0.1046,49.0
medium,16,swiggy,187.54,1149.1,16,SW_monsoon,0.3674,0.8337,0.8559,0.1404,50.59
high,16,zomato,293.02,2019.99,39,heat,0.3577,0.7433,0.85,0.1454,49.0
high,7,zomato,302.26,2200.78,22,SW_monsoon,0.1148,0.8582,0.85,0.1498,50.79
low,2,zomato,294.78,1787.45,6,heat,0.1841,0.7826,0.9244,0.0568,50.26
low,2,swiggy,331.87,1882.72,47,SW_monsoon,0.1053,0.7767,0.85,0.0546,51.58
low,17,swiggy,289.48,1612.38,51,NE_monsoon,0.7234,0.7438,0.85,0.0918,50.14
low,18,swiggy,260.01,1721.78,6,dry_season,0.5903,0.5434,0.9308,0.083,49.57
medium,2,zomato,326.26,2034.0,22,dry_season,0.4254,1.0,0.85,0.1399,49.0
low,2,swiggy,338.51,1693.97,51,heat,0.8567,0.3319,0.85,0.0797,49.0
medium,4,zomato,168.32,1134.38,35,heat,0.1926,0.7262,0.85,0.0771,50.94
high,14,zomato,260.06,1821.35,29,NE_monsoon,0.44,0.7601,0.85,0.1771,49.78
medium,15,swiggy,281.7,1767.59,20,dry_season,0.6876,0.7524,0.85,0.1041,53.87
medium,14,swiggy,371.96,2624.72,4,heat,0.3167,0.6823,0.9465,0.1398,54.7
medium,11,zomato,348.68,2334.77,47,dry_season,0.4183,0.7803,0.85,0.0961,51.17
low,16,swiggy,265.52,1547.87,27,dry_season,0.3067,0.8316,0.85,0.1754,49.37
medium,15,swiggy,150.55,968.28,20,NE_monsoon,0.6935,0.7833,0.85,0.0665,51.86
low,14,zomato,311.24,1941.73,43,NE_monsoon,0.2122,0.7743,0.85,0.1135,51.9
medium,10,swiggy,90.0,678.77,37,NE_monsoon,0.3013,0.7386,0.85,0.1696,49.0
medium,12,zomato,346.62,2634.79,41,NE_monsoon,0.4745,0.6361,0.85,0.0739,49.0
medium,1,swiggy,236.32,1668.01,17,NE_monsoon,0.6809,0.5809,0.85,0.1882,49.51
low,7,swiggy,322.06,2046.7,30,dry_season,0.557,0.6413,0.85,0.1368,50.16
medium,9,zomato,263.86,1747.08,28,NE_monsoon,0.7242,0.6914,0.85,0.1352,51.42
low,16,zomato,292.52,1733.98,23,heat,0.4248,0.5203,0.85,0.0716,49.0
medium,17,zomato,314.18,2010.62,36,heat,0.5092,0.6022,0.85,0.1434,49.0
medium,16,swiggy,217.78,1446.47,20,dry_season,0.3846,0.7845,0.85,0.1253,55.38
low,12,zomato,241.18,1551.07,52,NE_monsoon,0.6729,0.7116,0.85,0.1266,49.91
low,19,zomato,382.36,2586.97,9,SW_monsoon,0.6553,0.9544,0.9122,0.0936,49.13
high,20,zomato,383.09,2638.75,44,SW_monsoon,0.3585,0.9474,0.85,0.1972,49.0
medium,16,swiggy,307.12,1928.5,21,heat,0.1547,0.5437,0.85,0.1169,51.24
low,1,zomato,278.79,1420.19,7,dry_season,0.1739,0.8055,0.9392,0.0355,50.65
medium,4,zomato,226.68,1565.52,28,heat,0.7374,0.6338,0.85,0.1138,49.32
medium,4,swiggy,195.84,1402.39,38,dry_season,0.2846,0.7081,0.85,0.1658,50.08
high,7,zomato,280.22,1909.9,23,dry_season,0.5971,0.9298,0.85,0.1777,50.76
low,5,zomato,250.25,1211.76,16,heat,0.6365,0.5142,0.862,0.1284,49.5
medium,13,swiggy,316.4,1589.39,14,NE_monsoon,0.7631,0.7775,0.8804,0.1411,50.91
low,19,swiggy,343.87,1979.39,48,SW_monsoon,0.4546,0.5329,0.85,0.0827,49.0
medium,20,swiggy,366.4,2417.7,18,SW_monsoon,0.4431,0.607,0.85,0.184,49.0
medium,12,swiggy,247.98,1687.34,46,NE_monsoon,0.4848,0.9985,0.85,0.1393,49.0
medium,7,zomato,227.77,1478.04,11,NE_monsoon,0.4761,0.8207,0.9025,0.0911,49.0
low,11,zomato,403.33,2184.43,34,SW_monsoon,0.8147,0.7707,0.85,0.0478,49.0
medium,13,swiggy,293.13,1704.54,6,SW_monsoon,0.3283,0.8587,0.9211,0.15,49.0
high,4,zomato,290.48,1997.79,16,SW_monsoon,0.8309,0.69,0.865,0.159,50.09
high,2,swiggy,253.79,2013.24,48,NE_monsoon,0.6393,0.5168,0.85,0.1947,52.25
high,5,zomato,324.16,2266.04,52,NE_monsoon,0.2799,0.9545,0.85,0.2389,49.0
high,16,zomato,156.37,1188.5,44,NE_monsoon,0.5369,0.9669,0.85,0.1302,49.0
high,19,zomato,251.35,1948.83,1,heat,0.9242,1.0,0.9884,0.1246,49.0
high,11,zomato,300.42,1995.28,27,NE_monsoon,0.638,0.8384,0.85,0.1686,51.54
high,18,swiggy,269.7,1995.53,22,SW_monsoon,0.1696,0.6562,0.85,0.2055,50.38
medium,6,swiggy,369.43,2227.16,15,SW_monsoon,0.4821,0.9175,0.862,0.1508,49.0
high,18,zomato,292.52,2151.54,17,dry_season,0.5062,0.6229,0.85,0.1705,49.05
low,18,zomato,333.63,1842.97,37,NE_monsoon,0.3138,0.9732,0.85,0.0729,49.0
medium,16,zomato,250.92,1753.7,6,NE_monsoon,0.7807,0.9739,0.9495,0.112,50.79
high,10,zomato,210.38,1473.89,1,SW_monsoon,0.3288,0.6749,0.9893,0.1815,49.0
medium,9,zomato,158.29,1055.36,31,SW_monsoon,0.8119,0.9503,0.85,0.0553,50.4
high,16,zomato,203.16,1538.99,23,NE_monsoon,0.4105,0.9281,0.85,0.1632,49.0
medium,14,zomato,374.23,2276.02,48,heat,0.2837,0.4935,0.85,0.0671,49.0
medium,20,zomato,284.69,1899.89,12,NE_monsoon,0.6979,0.5912,0.878,0.0788,49.0
low,13,zomato,253.88,1601.23,19,dry_season,0.463,0.4703,0.85,0.0249,49.94
medium,11,swiggy,229.37,1538.39,14,heat,0.1881,0.6871,0.878,0.1203,49.95
medium,15,swiggy,328.43,2219.93,18,NE_monsoon,0.5694,0.7249,0.85,0.1096,53.38
high,1,zomato,407.22,2764.96,16,NE_monsoon,0.4478,0.8159,0.8511,0.1783,49.0
low,11,swiggy,369.13,1893.99,16,NE_monsoon,0.3652,0.7739,0.85,0.1374,49.0
medium,2,swiggy,345.02,2059.75,45,SW_monsoon,0.4804,0.6591,0.85,0.0861,49.0
medium,8,swiggy,184.15,1094.5,1,dry_season,0.4058,0.715,0.9627,0.0398,49.5
low,14,zomato,354.53,2024.68,50,dry_season,0.3168,0.7677,0.85,0.107,51.75
high,4,zomato,274.55,1926.08,26,NE_monsoon,0.2695,0.7642,0.85,0.19,49.0
medium,1,swiggy,334.23,2345.66,38,heat,0.4894,0.547,0.85,0.1244,55.78
high,16,zomato,175.66,1158.1,37,NE_monsoon,0.5282,0.6898,0.85,0.1698,53.41
medium,10,zomato,233.92,1417.04,43,SW_monsoon,0.763,0.7365,0.85,0.1188,51.17
high,9,zomato,325.49,2303.2,1,dry_season,0.5805,0.7757,0.9906,0.1594,50.02
high,12,swiggy,227.02,1633.06,20,NE_monsoon,0.3796,0.8052,0.85,0.213,51.31
low,6,zomato,349.16,2292.82,30,heat,0.3585,0.6872,0.85,0.0332,50.62
low,17,zomato,278.17,1841.81,29,heat,0.4897,0.6279,0.85,0.0988,49.0
low,5,swiggy,252.94,1624.39,35,SW_monsoon,0.7032,0.5461,0.85,0.1176,52.78
medium,1,zomato,174.41,988.67,42,NE_monsoon,0.5974,0.7782,0.85,0.109,51.11
low,16,swiggy,327.18,2093.99,47,SW_monsoon,0.376,0.5789,0.85,0.1065,49.0
medium,11,zomato,271.26,1733.24,13,dry_season,0.9114,0.7115,0.8801,0.1705,50.45
medium,10,zomato,214.64,1519.43,38,heat,0.5297,0.6849,0.85,0.1004,49.84
medium,13,zomato,269.13,1686.5,40,SW_monsoon,0.3829,0.6863,0.85,0.0887,49.0
medium,4,zomato,329.16,2039.26,7,NE_monsoon,0.2523,0.6636,0.9412,0.1521,49.0
high,9,zomato,236.86,1628.78,7,NE_monsoon,0.3926,0.6959,0.9206,0.1445,49.0
medium,12,zomato,312.89,2266.53,5,NE_monsoon,0.7611,0.6824,0.9482,0.1446,49.0
low,2,zomato,206.08,1262.13,22,dry_season,0.4051,0.6745,0.85,0.0564,53.44
medium,6,zomato,259.38,1761.33,49,SW_monsoon,0.7167,0.6105,0.85,0.0856,49.0
low,12,zomato,347.31,1931.16,2,heat,0.2289,0.4782,0.9725,0.077,49.0
medium,9,swiggy,244.37,1453.54,44,heat,0.3097,0.7935,0.85,0.1108,50.65
high,16,zomato,232.1,1689.67,43,SW_monsoon,0.5101,0.9629,0.85,0.2065,49.0
medium,14,swiggy,277.14,2007.02,34,SW_monsoon,0.0826,0.683,0.85,0.1525,49.0
high,12,swiggy,278.1,1796.95,4,NE_monsoon,0.8107,0.6296,0.956,0.1613,50.86
medium,2,zomato,395.25,2471.93,45,SW_monsoon,0.3169,0.8671,0.85,0.1383,50.67
high,14,swiggy,256.59,1837.97,10,dry_season,0.5508,0.7262,0.9149,0.1783,49.33
high,10,swiggy,296.39,2236.82,46,dry_season,0.1498,0.6869,0.85,0.2076,49.0
low,1,zomato,362.99,2099.9,39,NE_monsoon,0.5944,0.6741,0.85,0.071,49.0
high,6,zomato,393.24,2749.47,12,NE_monsoon,0.2221,0.9508,0.8963,0.1943,49.0
low,15,swiggy,308.87,1717.32,28,dry_season,0.3294,0.8822,0.85,0.0759,49.0
low,7,zomato,177.63,1017.07,4,NE_monsoon,0.6059,0.7024,0.9648,0.0789,51.5
high,19,zomato,274.46,1812.32,20,heat,0.6377,0.5707,0.85,0.158,50.16
high,16,zomato,419.67,3061.14,39,heat,0.151,0.6021,0.85,0.1675,49.0
medium,6,zomato,342.75,2194.48,40,NE_monsoon,0.3067,0.7487,0.85,0.1444,49.28
high,11,swiggy,268.45,1867.74,41,SW_monsoon,0.3851,0.7391,0.85,0.2387,50.9
high,6,zomato,337.07,2470.6,42,dry_season,0.466,0.6192,0.85,0.1093,53.41
low,8,swiggy,205.5,1428.63,21,heat,0.4223,0.6796,0.85,0.024,50.39
high,15,swiggy,246.43,1673.62,5,dry_season,0.1951,0.8236,0.9458,0.1436,49.0
medium,1,zomato,261.39,1549.9,9,SW_monsoon,0.7121,0.6193,0.9172,0.0972,50.76
medium,2,zomato,192.72,1182.06,39,NE_monsoon,0.3578,0.9269,0.85,0.0958,49.23
high,14,swiggy,282.51,2174.22,19,SW_monsoon,0.6741,0.6947,0.85,0.1824,49.0
medium,12,swiggy,345.89,2010.75,18,NE_monsoon,0.8339,0.6605,0.85,0.1371,50.81
low,6,zomato,397.88,2488.26,50,dry_season,0.1961,0.7238,0.85,0.0593,50.56
low,14,swiggy,150.16,869.91,16,SW_monsoon,0.3826,0.7268,0.85,0.0116,50.47
low,9,swiggy,271.89,1697.16,19,heat,0.6875,0.8373,0.85,0.0486,49.0
high,19,zomato,201.46,1406.01,3,NE_monsoon,0.2685,0.7998,0.9724,0.1744,49.0
high,19,swiggy,339.42,2560.72,18,NE_monsoon,0.4968,0.5598,0.85,0.1377,50.51
medium,9,swiggy,310.98,1938.66,30,dry_season,0.3871,0.7407,0.85,0.1073,49.0
medium,6,zomato,197.2,1342.92,2,dry_season,0.3169,0.9453,0.9729,0.1492,50.08
low,8,zomato,388.1,2417.94,51,dry_season,0.4626,0.7074,0.85,0.0675,49.83
high,1,zomato,387.44,2686.45,1,SW_monsoon,0.513,0.914,0.977,0.1768,50.54
low,5,swiggy,295.14,1749.75,18,SW_monsoon,0.4428,0.6398,0.85,0.0478,51.55
high,10,swiggy,219.28,1620.18,35,SW_monsoon,0.5016,0.6466,0.85,0.2187,50.91
medium,3,zomato,290.66,1808.7,8,NE_monsoon,0.554,0.7081,0.9238,0.1395,49.0
medium,10,zomato,312.37,1867.74,2,NE_monsoon,0.4428,0.6251,0.9636,0.1551,53.26
high,9,zomato,223.47,1608.1,50,NE_monsoon,0.0602,0.7798,0.85,0.165,49.0
medium,14,zomato,380.46,2313.57,23,NE_monsoon,0.6387,0.8784,0.85,0.1367,50.04
medium,7,zomato,391.75,2599.96,23,SW_monsoon,0.7715,0.5777,0.85,0.1849,49.0
medium,11,zomato,282.57,1607.21,30,dry_season,0.3365,0.8672,0.85,0.0945,49.0
medium,9,zomato,265.3,1708.37,50,SW_monsoon,0.5576,0.7034,0.85,0.1068,49.8
high,20,swiggy,228.63,1774.26,1,NE_monsoon,0.5291,0.5499,0.986,0.1519,49.0
high,20,swiggy,359.14,2746.58,47,heat,0.7174,0.729,0.85,0.169,54.08
low,1,zomato,218.02,1146.65,49,SW_monsoon,0.5455,0.46,0.85,0.0695,50.32
medium,20,zomato,283.43,1845.21,9,dry_season,0.3146,0.814,0.9158,0.1078,49.0
low,1,swiggy,360.96,2214.73,35,heat,0.7719,0.6913,0.85,0.0481,49.0
medium,5,swiggy,284.74,1769.41,16,NE_monsoon,0.5139,0.5237,0.8664,0.0829,49.0
low,1,zomato,314.34,1966.82,36,NE_monsoon,0.2914,0.5126,0.85,0.1641,49.0
high,16,zomato,328.59,2160.31,45,dry_season,0.4007,0.6789,0.85,0.1864,49.0
medium,18,swiggy,260.15,1649.06,6,heat,0.4257,0.8254,0.9404,0.0544,51.72
low,8,zomato,254.55,1547.23,35,dry_season,0.1569,0.8946,0.85,0.0802,49.0
high,11,zomato,368.17,2478.42,38,NE_monsoon,0.2916,0.8669,0.85,0.1836,50.1
low,4,swiggy,291.65,1752.5,48,heat,0.2074,0.5768,0.85,0.0088,49.0
medium,13,zomato,300.3,1992.11,14,dry_season,0.6194,0.6914,0.8541,0.0646,49.0
medium,17,zomato,172.57,1182.69,10,dry_season,0.0993,0.6183,0.9092,0.096,49.0
high,2,zomato,337.63,2342.41,3,NE_monsoon,0.508,0.3506,0.955,0.1929,50.18
medium,4,zomato,315.68,2278.8,28,NE_monsoon,0.6601,0.779,0.85,0.2135,49.8
low,5,zomato,244.78,1268.72,41,NE_monsoon,0.7021,0.7859,0.85,0.1005,49.33
medium,17,swiggy,371.82,2302.95,35,heat,0.6096,0.6705,0.85,0.0763,49.0
high,2,zomato,246.51,1777.7,24,NE_monsoon,0.4616,0.9082,0.85,0.2126,51.36
low,2,zomato,322.94,1737.27,30,dry_season,0.3792,0.7366,0.85,0.0787,49.0
medium,20,swiggy,191.07,1301.95,36,dry_season,0.3457,0.5568,0.85,0.1195,49.0
low,4,swiggy,239.28,1543.95,29,SW_monsoon,0.3939,0.6827,0.85,0.0899,49.0
low,11,zomato,341.68,1699.05,18,SW_monsoon,0.2659,0.9715,0.85,0.0677,49.59
high,3,swiggy,307.34,2327.2,35,heat,0.1005,0.2998,0.85,0.1794,49.0
low,12,zomato,293.85,1605.89,7,NE_monsoon,0.7183,0.8705,0.9338,0.0592,51.32
low,17,swiggy,243.66,1424.39,27,heat,0.3043,0.615,0.85,0.096,49.0
low,11,zomato,295.39,1614.58,3,heat,0.6789,0.8345,0.9642,0.0617,51.98
high,13,zomato,134.73,924.12,41,dry_season,0.2563,0.6411,0.85,0.1631,51.59
high,13,swiggy,347.26,2413.65,20,NE_monsoon,0.8248,0.9466,0.85,0.2247,50.62
medium,13,zomato,221.81,1579.23,33,dry_season,0.3367,0.7987,0.85,0.137,49.0
low,12,zomato,202.1,1068.58,41,NE_monsoon,0.1941,0.4355,0.85,0.0893,49.0
low,18,swiggy,288.0,1551.93,12,heat,0.1992,0.7976,0.8718,0.0874,49.0
medium,14,zomato,213.47,1623.95,36,dry_season,0.2222,0.6934,0.85,0.113,49.0
high,18,zomato,258.71,1756.01,27,SW_monsoon,0.2237,0.5525,0.85,0.153,52.66
high,1,zomato,198.15,1466.56,26,NE_monsoon,0.2167,0.786,0.85,0.1507,50.78
high,12,swiggy,308.03,2356.41,25,heat,0.4282,0.5713,0.85,0.2002,49.0
high,8,zomato,313.16,2366.24,38,SW_monsoon,0.138,0.6883,0.85,0.1084,49.0
medium,2,swiggy,303.73,1736.69,21,NE_monsoon,0.3751,0.483,0.85,0.0977,49.42
high,19,swiggy,218.55,1493.08,1,dry_season,0.253,0.8423,0.969,0.2119,49.0
low,8,zomato,255.32,1551.13,31,dry_season,0.3918,0.7285,0.85,0.0454,49.0
low,12,zomato,251.22,1420.08,41,SW_monsoon,0.4612,0.8314,0.85,0.1412,49.0
high,2,zomato,324.48,2358.43,7,SW_monsoon,0.6954,0.6833,0.9339,0.1293,49.0
medium,5,zomato,278.8,1934.08,9,dry_season,0.3524,0.7221,0.9076,0.0614,53.44
high,6,zomato,345.41,2299.65,38,heat,0.2804,0.7074,0.85,0.2024,49.49
high,6,zomato,356.67,2259.01,18,NE_monsoon,0.6349,0.4866,0.85,0.19,50.69
high,12,swiggy,214.45,1643.95,15,dry_season,0.2174,0.9429,0.8636,0.1938,49.0
high,4,zomato,325.85,2355.3,37,dry_season,0.2605,0.7701,0.85,0.1778,49.0
medium,1,zomato,439.41,2530.54,36,dry_season,0.1573,0.7796,0.85,0.13,52.12
medium,4,zomato,232.36,1470.77,45,dry_season,0.4075,0.5483,0.85,0.1546,50.46
medium,4,zomato,192.07,1299.32,14,dry_season,0.2855,0.8481,0.8753,0.124,50.31
low,19,swiggy,272.12,1411.65,29,NE_monsoon,0.5696,0.8259,0.85,0.0643,49.9
high,7,swiggy,302.46,2241.73,11,NE_monsoon,0.5337,0.6315,0.8833,0.2256,52.5
high,5,swiggy,312.63,2236.38,27,SW_monsoon,0.5197,0.913,0.85,0.2013,49.0
low,20,swiggy,364.81,2233.13,20,NE_monsoon,0.4677,0.7108,0.85,0.0984,50.13
high,6,zomato,321.48,2265.29,50,heat,0.2464,0.7177,0.85,0.2174,49.0
